Evaluator,Customer,One-Way Miles,Round-Trip Miles,Drive Time (min), 2026 Cost , Bonus , Total 
Ricardo,National Fuel,497.26,994.53,902.7, $721.03 , $725.00 ," $1,446.03 "
Ricardo,Network Infrastructure,266.71,533.41,539.4, $386.72 , $475.00 , $861.72 
Ricardo,NEUCO,6.37,12.74,30, $9.24 , $-   , $9.24 
Ricardo,New Jersey Natural Gas,325.95,651.9,650.1, $472.63 , $475.00 , $947.63 
Ricardo,Ng Advantage,54.42,108.83,111.6, $78.90 , $-   , $78.90 
Ricardo,Northeast Gas Association,75.91,151.82,157.8, $110.07 , $-   , $110.07 
Ricardo,Northeast Underground (Nga),361.46,722.91,660.9, $524.11 , $475.00 , $999.11 
Ricardo,Norwich Public Utilities,141.38,282.77,281.3, $205.01 , $225.00 , $430.01 
Ricardo,Npl Construction (Nga),158.89,317.77,311, $230.38 , $225.00 , $455.38 
Ricardo,Omark Consultants,75.89,151.77,159.7, $110.03 , $-   , $110.03 
Ricardo,Orange & Rockland Utilities,265.87,531.75,511.7, $385.52 , $475.00 , $860.52 
Ricardo,Parsons (Nga),310.59,621.17,604.1, $450.35 , $475.00 , $925.35 
Ricardo,Pcm,264.42,528.84,563.1, $383.41 , $475.00 , $858.41 
Ricardo,Pioneer Inspection,21,41.99,54.4, $30.44 , $-   , $30.44 
Ricardo,Pl-Enerserv,140.78,281.57,277.3, $204.14 , $225.00 , $429.14 
Ricardo,Powell Controls,40.98,81.95,90.3, $59.41 , $-   , $59.41 
Ricardo,Power And Construction Group Inc.,441.04,882.09,801.3, $639.52 , $725.00 ," $1,364.52 "
Ricardo,"Precision Pipeline Solutions, LLC (PPS)",248.19,496.37,489.5, $359.87 , $475.00 , $834.87 
Ricardo,Premier Infrastructure & Energy,227.81,455.61,578.7, $330.32 , $475.00 , $805.32 
Ricardo,Primoris Distribution Svcs (Nga),617.5,1235,1189.1, $895.38 , $725.00 ," $1,620.38 "
Ricardo,Reconn,287.36,574.73,581, $416.68 , $475.00 , $891.68 
Ricardo,Rev Lng,417.83,835.66,785.8, $605.85 , $725.00 ," $1,330.85 "
Ricardo,Rh White,87.67,175.33,180.7, $127.11 , $225.00 , $352.11 
Ricardo,Rhode Island Energy,102.81,205.63,210.4, $149.08 , $225.00 , $374.08 
Ricardo,Riggs Distler & Co.,491.53,983.05,977.2, $712.71 , $725.00 ," $1,437.71 "
Ricardo,Riley Brothers,72.83,145.66,176, $105.60 , $-   , $105.60 
Ricardo,Rj Devco,70.03,140.07,163.3, $101.55 , $-   , $101.55 
Ricardo,Rj Forbes Painting Contractor,97.36,194.73,208.7, $141.18 , $225.00 , $366.18 
Ricardo,Safeway Construction Enterprises,255.29,510.57,518, $370.16 , $475.00 , $845.16 
Ricardo,Sargis Associates,153.48,306.96,300.8, $222.55 , $225.00 , $447.55 
Ricardo,Seaford Avenue Corp,272.1,544.2,556.9, $394.55 , $475.00 , $869.55 
Ricardo,Shaun B. Kalba Enterprises,239.53,479.06,464.5, $347.32 , $475.00 , $822.32 
Ricardo,Southern Cross (NGA),241.64,483.29,477.7, $350.39 , $475.00 , $825.39 
Ricardo,Storti Quality Services,235.42,470.84,463.6, $341.36 , $475.00 , $816.36 
Ricardo,Sullivan Trail,406.76,813.51,755.3, $589.79 , $725.00 ," $1,314.79 "
Ricardo,T&K Harrington,334.84,669.68,631.8, $485.52 , $475.00 , $960.52 
Ricardo,Tectonic Engineering Consultants,242.24,484.48,470, $351.25 , $475.00 , $826.25 
Ricardo,Titanic Underground Contractors Corp. (Nga),249.85,499.7,490.7, $362.28 , $475.00 , $837.28 
Ricardo,Tri-Mont Engineering,91.33,182.67,204.9, $132.44 , $225.00 , $357.44 
Ricardo,Tucker Mechanical Inc,159.48,318.96,315.1, $231.25 , $225.00 , $456.25 
Ricardo,Turner Underground Installations,439.48,878.95,805.3, $637.24 , $725.00 ," $1,362.24 "
Ricardo,Ulc Technologies,279.48,558.97,563.1, $405.25 , $475.00 , $880.25 
Ricardo,Unitil,10.53,21.07,38, $15.28 , $-   , $15.28 
Ricardo,Usic (Nga),421.21,842.42,774.3, $610.75 , $725.00 ," $1,335.75 "
Ricardo,Vermont Gas Systems,200.53,401.05,361.5, $290.76 , $475.00 , $765.76 
Ricardo,Wdf,238.86,477.71,477, $346.34 , $475.00 , $821.34 
Ricardo,Westfield Gas & Electric,140.78,281.56,277.4, $204.13 , $225.00 , $429.13 
Ricardo,Whispering Pines Development,246.51,493.03,482.8, $357.45 , $475.00 , $832.45 
Ricardo,Whitewater,87.61,175.23,179.5, $127.04 , $225.00 , $352.04 
Ricardo,Wsm Construction,162.31,324.62,318.6, $235.35 , $225.00 , $460.35 
Ricardo,Xpress Natural Gas,285.91,571.82,529.6, $414.57 , $475.00 , $889.57 
Ricardo,Young Management & Consulting,253.41,506.81,506.2, $367.44 , $475.00 , $842.44 
Richardson,A And G Industrial Services,268.51,537.02,557.8, $389.34 , $475.00 , $864.34 
Richardson,AGI Construction,215.43,430.85,465.5, $312.37 , $475.00 , $787.37 
Richardson,Atmospheric Corrosion Specialists,65.33,130.66,162.6, $94.73 , $-   , $94.73 
Richardson,Avangrid Adams Ma,219.02,438.04,447, $317.58 , $475.00 , $792.58 
Richardson,Avangrid East Hartford Ct,151.84,303.69,328.6, $220.18 , $225.00 , $445.18 
Richardson,Avangrid Rochester Ny,338.94,677.89,623.2, $491.47 , $475.00 , $966.47 
Richardson,Avangrid Trumbull,100.3,200.59,238.2, $145.43 , $225.00 , $370.43 
Richardson,Bancker Construction,85.54,171.08,205.1, $124.03 , $-   , $124.03 
Richardson,Barber Utilities,168.82,337.64,370.9, $244.79 , $225.00 , $469.79 
Richardson,Bay State Piping Company Inc. (NGA),252.24,504.48,520.6, $365.75 , $475.00 , $840.75 
Richardson,Berkshire Gas,205.67,411.34,406.8, $298.22 , $475.00 , $773.22 
Richardson,Bermex Inc,335.99,671.97,621.2, $487.18 , $475.00 , $962.18 
Richardson,Bond Civil Utility,251.46,502.91,513.3, $364.61 , $475.00 , $839.61 
Richardson,Burns Construction Co. (Nga),100.93,201.85,237.6, $146.34 , $225.00 , $371.34 
Richardson,Burrows Bros Inc.,318.11,636.21,615.1, $461.25 , $475.00 , $936.25 
Richardson,C. B. Utility,115.65,231.3,268.7, $167.69 , $225.00 , $392.69 
Richardson,Capstone Energy (Nga),363.19,726.38,666.6, $526.63 , $475.00 ," $1,001.63 "
Richardson,Centerline Utility Services,404.86,809.71,784.7, $587.04 , $725.00 ," $1,312.04 "
Richardson,Centuri,115.32,230.64,263.7, $167.21 , $225.00 , $392.21 
Richardson,Certa Cote,88.37,176.75,217.5, $128.14 , $225.00 , $353.14 
Richardson,Clarks Back Roads Enterprises (Nga),257.35,514.7,487.3, $373.16 , $475.00 , $848.16 
Richardson,Collins Plumbing Corp (Nga),56.41,112.81,145.4, $81.79 , $-   , $81.79 
Richardson,Composite Technology & Infrastructure,164.11,328.22,313.3, $237.96 , $225.00 , $462.96 
Richardson,Con Edison (Nga),50.74,101.47,134.7, $73.57 , $-   , $73.57 
Richardson,Corning Natural Gas,251.33,502.66,467.2, $364.43 , $475.00 , $839.43 
Richardson,Corrtech Corrosion Engineering,224.83,449.66,460, $326.00 , $475.00 , $801.00 
Richardson,D&G Contractors Inc,145.7,291.41,320.1, $211.27 , $225.00 , $436.27 
Richardson,DDS Utilities Cortland,215.17,430.33,403, $311.99 , $475.00 , $786.99 
Richardson,DDS Utilities West Henrietta,332.64,665.29,615.1, $482.34 , $475.00 , $957.34 
Richardson,Dekatherm,277.39,554.78,516.9, $402.22 , $475.00 , $877.22 
Richardson,Dte Vantage,241.58,483.15,465.7, $350.28 , $475.00 , $825.28 
Richardson,E. Richards Consulting,100.93,201.85,237.6, $146.34 , $225.00 , $371.34 
Richardson,E.E. Root,198.32,396.65,380.7, $287.57 , $225.00 , $512.57 
Richardson,Elecnor Hawkeye,55.99,111.98,145.2, $81.19 , $-   , $81.19 
Richardson,Encompass Pipeline,336.81,673.61,635.2, $488.37 , $475.00 , $963.37 
Richardson,Enersite Utility And Site Work Services,271.24,542.48,550.8, $393.30 , $475.00 , $868.30 
Richardson,Environmental Construction Inc,77.76,155.52,174.2, $112.75 , $-   , $112.75 
Richardson,Eversource,216.31,432.62,453.8, $313.65 , $475.00 , $788.65 
Richardson,Feeney Brothers,253.39,506.79,523.9, $367.42 , $475.00 , $842.42 
Richardson,Ferreira Construction,207.32,414.64,431.1, $300.61 , $475.00 , $775.61 
Richardson,Frank Lill & Son,321.61,643.23,594.4, $466.34 , $475.00 , $941.34 
Richardson,Geary Mechanical,134.64,269.29,305.6, $195.24 , $225.00 , $420.24 
Richardson,Gianfia Corp,68.18,136.37,169.9, $98.87 , $-   , $98.87 
Richardson,GPL,219.19,438.38,477.7, $317.83 , $475.00 , $792.83 
Richardson,Grid One Solutions,86.79,173.58,179.6, $125.85 , $-   , $125.85 
Richardson,Grotto Plumbing Inc. (Nga),67.74,135.48,166.2, $98.22 , $-   , $98.22 
Richardson,Heath Consultants (Nga),43.34,86.67,132.1, $62.84 , $-   , $62.84 
Richardson,Henkels & Mccoy (Nga),67.81,135.62,146.9, $98.32 , $-   , $98.32 
Richardson,Holyoke Gas & Electric,185.2,370.39,395.4, $268.53 , $225.00 , $493.53 
Richardson,Infrasource (Nga),361.86,723.72,685.2, $524.70 , $475.00 , $999.70 
Richardson,Ironwood Heavy Highway,336.61,673.21,626.4, $488.08 , $475.00 , $963.08 
Richardson,J Mullen & Sons,135.25,270.49,256.1, $196.11 , $225.00 , $421.11 
Richardson,J. F. Brennan Companies,211.57,423.14,441.9, $306.78 , $475.00 , $781.78 
Richardson,Joe Knows Energy,34.04,68.07,82.7, $49.35 , $-   , $49.35 
Richardson,John Anderson Construction,342.01,684.01,676.5, $495.91 , $475.00 , $970.91 
Richardson,Js Rae,205.54,411.07,405.3, $298.03 , $475.00 , $773.03 
Richardson,Kiely Family Of Companies,39.97,79.94,99, $57.96 , $-   , $57.96 
Richardson,Kudlic Bros.,179.84,359.69,382.7, $260.78 , $225.00 , $485.78 
Richardson,Labella Associates Dpc,333.59,667.18,617, $483.71 , $475.00 , $958.71 
Richardson,Laydon Industries,115.68,231.36,268.9, $167.74 , $225.00 , $392.74 
Richardson,Ledge Creek Development Inc,383.45,766.91,710.1, $556.01 , $475.00 ," $1,031.01 "
Richardson,Liberty Underground,337.25,674.5,622.9, $489.01 , $475.00 , $964.01 
Richardson,Liberty Utilities-Ma,233.99,467.97,486.5, $339.28 , $475.00 , $814.28 
Richardson,Liberty Utilities-Ny,389.51,779.01,775, $564.78 , $475.00 ," $1,039.78 "
Richardson,Local 1049,98.85,197.69,233.6, $143.33 , $225.00 , $368.33 
Richardson,Local 1298,92.82,185.64,224.5, $134.59 , $225.00 , $359.59 
Richardson,Local 15,50.12,100.25,128.5, $72.68 , $-   , $72.68 
Richardson,Local 158,175.21,350.41,323.1, $254.05 , $225.00 , $479.05 
Richardson,Local 17,93.95,187.91,187.4, $136.23 , $225.00 , $361.23 
Richardson,Local 60,96.97,193.94,224.6, $140.61 , $225.00 , $365.61 
Richardson,Local 731,56.02,112.04,154.7, $81.23 , $-   , $81.23 
Richardson,Lospano Plumbing And Heating,58.4,116.8,148.1, $84.68 , $-   , $84.68 
Richardson,Maine Natural Gas (Nga),402.79,805.59,779.7, $584.05 , $725.00 ," $1,309.05 "
Richardson,Master Plumbers Council Of The City Of New York (Mpc),58.72,117.45,150, $85.15 , $-   , $85.15 
Richardson,Mears Construction (Nga),152.44,304.89,297.8, $221.05 , $225.00 , $446.05 
Richardson,Middleborough Gas & Electric (Nga),256.54,513.09,527.3, $371.99 , $475.00 , $846.99 
Richardson,Midway Utility,284.81,569.62,574.8, $412.97 , $475.00 , $887.97 
Richardson,Miller Pipeline,379.13,758.26,704.2, $549.74 , $475.00 ," $1,024.74 "
Richardson,Mirra Company,278.05,556.1,563.5, $403.17 , $475.00 , $878.17 
Richardson,Msr Utility Maintenance (Nga),260.19,520.39,527.9, $377.28 , $475.00 , $852.28 
Richardson,Mulcare Pipeline Solutions,43.24,86.47,100.1, $62.69 , $-   , $62.69 
Richardson,Mulholland Welding & Fabrication,264.08,528.16,539.2, $382.92 , $475.00 , $857.92 
Richardson,National Field Service Corporation (Nga),93.95,187.91,187.4, $136.23 , $225.00 , $361.23 
Richardson,National Fuel,368.32,736.64,716, $534.06 , $475.00 ," $1,009.06 "
Richardson,Network Infrastructure,66.04,132.08,165.6, $95.76 , $-   , $95.76 
Richardson,NEUCO,284.54,569.09,575.1, $412.59 , $475.00 , $887.59 
Richardson,New Jersey Natural Gas,53.61,107.22,116.6, $77.73 , $-   , $77.73 
Richardson,Ng Advantage,303.86,607.71,608.5, $440.59 , $475.00 , $915.59 
Richardson,Northeast Gas Association,225.63,451.27,464.9, $327.17 , $475.00 , $802.17 
Richardson,Northeast Underground (Nga),257.09,514.17,478.3, $372.77 , $475.00 , $847.77 
Richardson,Norwich Public Utilities,171.19,342.39,376.4, $248.23 , $225.00 , $473.23 
Richardson,Npl Construction (Nga),137.25,274.5,301.6, $199.01 , $225.00 , $424.01 
Richardson,Omark Consultants,220.3,440.6,461.3, $319.44 , $475.00 , $794.44 
Richardson,Orange & Rockland Utilities,91.4,182.81,182, $132.54 , $225.00 , $357.54 
Richardson,Parsons (Nga),12.53,25.06,39.3, $18.17 , $-   , $18.17 
Richardson,Pcm,49.37,98.74,138.6, $71.59 , $-   , $71.59 
Richardson,Pioneer Inspection,304.06,608.12,610.2, $440.89 , $475.00 , $915.89 
Richardson,Pl-Enerserv,190.16,380.33,402.6, $275.74 , $225.00 , $500.74 
Richardson,Powell Controls,260.39,520.78,532.3, $377.57 , $475.00 , $852.57 
Richardson,Power And Construction Group Inc.,333.8,667.61,625.3, $484.02 , $475.00 , $959.02 
Richardson,"Precision Pipeline Solutions, LLC (PPS)",89.97,179.94,194.2, $130.46 , $225.00 , $355.46 
Richardson,Premier Infrastructure & Energy,98.85,197.69,233.6, $143.33 , $225.00 , $368.33 
Richardson,Primoris Distribution Svcs (Nga),327.18,654.37,635.5, $474.42 , $475.00 , $949.42 
Richardson,Reconn,92.34,184.68,222.9, $133.89 , $225.00 , $358.89 
Richardson,Rev Lng,244.82,489.63,475.7, $354.98 , $475.00 , $829.98 
Richardson,Rh White,206.73,413.45,428.5, $299.75 , $475.00 , $774.75 
Richardson,Rhode Island Energy,228.57,457.13,468.2, $331.42 , $475.00 , $806.42 
Richardson,Riggs Distler & Co.,282.97,565.94,560.7, $410.31 , $475.00 , $885.31 
Richardson,Riley Brothers,246.54,493.08,520.4, $357.48 , $475.00 , $832.48 
Richardson,Rj Devco,252.24,504.48,520.6, $365.75 , $475.00 , $840.75 
Richardson,Rj Forbes Painting Contractor,229.86,459.72,480.3, $333.30 , $475.00 , $808.30 
Richardson,Safeway Construction Enterprises,44.95,89.89,133.6, $65.17 , $-   , $65.17 
Richardson,Sargis Associates,142.06,284.12,318.4, $205.99 , $225.00 , $430.99 
Richardson,Seaford Avenue Corp,71.43,142.87,183, $103.58 , $-   , $103.58 
Richardson,Shaun B. Kalba Enterprises,122.93,245.85,243.8, $178.24 , $225.00 , $403.24 
Richardson,Southern Cross (NGA),65.33,130.66,162.6, $94.73 , $-   , $94.73 
Richardson,Storti Quality Services,67.25,134.49,164.9, $97.51 , $-   , $97.51 
Richardson,Sullivan Trail,233.74,467.48,445.2, $338.92 , $475.00 , $813.92 
Richardson,T&K Harrington,191.51,383.01,370.6, $277.68 , $225.00 , $502.68 
Richardson,Tectonic Engineering Consultants,94.26,188.51,189.4, $136.67 , $225.00 , $361.67 
Richardson,Titanic Underground Contractors Corp. (Nga),102.44,204.88,212.4, $148.54 , $225.00 , $373.54 
Richardson,Tri-Mont Engineering,268.32,536.64,556.7, $389.06 , $475.00 , $864.06 
Richardson,Tucker Mechanical Inc,147.42,294.84,320.3, $213.76 , $225.00 , $438.76 
Richardson,Turner Underground Installations,336.58,673.16,627.4, $488.04 , $475.00 , $963.04 
Richardson,Ulc Technologies,87.5,175,212.9, $126.88 , $-   , $126.88 
Richardson,Unitil,290.34,580.69,594.1, $421.00 , $475.00 , $896.00 
Richardson,Usic (Nga),318.31,636.62,596.4, $461.55 , $475.00 , $936.55 
Richardson,Vermont Gas Systems,323.05,646.09,659.2, $468.42 , $475.00 , $943.42 
Richardson,Wdf,56.96,113.93,149.2, $82.60 , $-   , $82.60 
Richardson,Westfield Gas & Electric,190.16,380.32,402.6, $275.73 , $225.00 , $500.73 
Richardson,Whispering Pines Development,89.78,179.56,193.7, $130.18 , $225.00 , $355.18 
Richardson,Whitewater,206.7,413.41,427.9, $299.72 , $475.00 , $774.72 
Richardson,Wsm Construction,144.56,289.12,314.4, $209.61 , $225.00 , $434.61 
Richardson,Xpress Natural Gas,247.61,495.22,448.4, $359.03 , $475.00 , $834.03 
Richardson,Young Management & Consulting,58.72,117.45,150, $85.15 , $-   , $85.15 
Schweit,A And G Industrial Services,339.15,678.3,665.8, $491.77 , $475.00 , $966.77 
Schweit,AGI Construction,288.99,577.97,580.8, $419.03 , $475.00 , $894.03 
Schweit,Atmospheric Corrosion Specialists,145.41,290.82,302.9, $210.84 , $225.00 , $435.84 
Schweit,Avangrid Adams Ma,239.09,478.18,501.4, $346.68 , $475.00 , $821.68 
Schweit,Avangrid East Hartford Ct,210.29,420.57,421.8, $304.91 , $475.00 , $779.91 
Schweit,Avangrid Rochester Ny,206.86,413.73,428.7, $299.95 , $475.00 , $774.95 
Schweit,Avangrid Trumbull,178.3,356.59,383.1, $258.53 , $225.00 , $483.53 
Schweit,Bancker Construction,187.75,375.51,410.9, $272.24 , $225.00 , $497.24 
Schweit,Barber Utilities,228.39,456.79,465.9, $331.17 , $475.00 , $806.17 
Schweit,Bay State Piping Company Inc. (NGA),312.99,625.98,613.2, $453.84 , $475.00 , $928.84 
Schweit,Berkshire Gas,225.74,451.47,461.3, $327.32 , $475.00 , $802.32 
Schweit,Bermex Inc,209.96,419.91,435, $304.43 , $475.00 , $779.43 
Schweit,Bond Civil Utility,311.03,622.06,608.2, $450.99 , $475.00 , $925.99 
Schweit,Burns Construction Co. (Nga),190.03,380.05,393.5, $275.54 , $225.00 , $500.54 
Schweit,Burrows Bros Inc.,211.14,422.28,433.4, $306.15 , $475.00 , $781.15 
Schweit,C. B. Utility,185.86,371.72,410.3, $269.50 , $225.00 , $494.50 
Schweit,Capstone Energy (Nga),275.46,550.92,521.3, $399.42 , $475.00 , $874.42 
Schweit,Centerline Utility Services,464.43,928.87,879.7, $673.43 , $725.00 ," $1,398.43 "
Schweit,Centuri,185.97,371.95,401.1, $269.66 , $225.00 , $494.66 
Schweit,Certa Cote,181.39,362.77,406.2, $263.01 , $225.00 , $488.01 
Schweit,Clarks Back Roads Enterprises (Nga),114.63,229.26,278.9, $166.21 , $225.00 , $391.21 
Schweit,Collins Plumbing Corp (Nga),150.2,300.4,330.4, $217.79 , $225.00 , $442.79 
Schweit,Composite Technology & Infrastructure,184.18,368.35,367.7, $267.05 , $225.00 , $492.05 
Schweit,Con Edison (Nga),144.53,289.06,319.7, $209.57 , $225.00 , $434.57 
Schweit,Corning Natural Gas,108.61,217.22,258.8, $157.48 , $225.00 , $382.48 
Schweit,Corrtech Corrosion Engineering,284.41,568.81,555, $412.39 , $475.00 , $887.39 
Schweit,D&G Contractors Inc,195.8,391.6,399.3, $283.91 , $225.00 , $508.91 
Schweit,DDS Utilities Cortland,108.2,216.4,221.4, $156.89 , $225.00 , $381.89 
Schweit,DDS Utilities West Henrietta,197.95,395.9,416.1, $287.03 , $225.00 , $512.03 
Schweit,Dekatherm,170.42,340.84,335.3, $247.11 , $225.00 , $472.11 
Schweit,Dte Vantage,134.61,269.22,284, $195.18 , $225.00 , $420.18 
Schweit,E. Richards Consulting,190.03,380.05,393.5, $275.54 , $225.00 , $500.54 
Schweit,E.E. Root,68.04,136.08,195.8, $98.66 , $-   , $98.66 
Schweit,Elecnor Hawkeye,149.79,299.57,330.2, $217.19 , $225.00 , $442.19 
Schweit,Encompass Pipeline,194.08,388.17,426.8, $281.42 , $225.00 , $506.42 
Schweit,Enersite Utility And Site Work Services,330.82,661.63,645.8, $479.68 , $475.00 , $954.68 
Schweit,Environmental Construction Inc,127.84,255.68,276, $185.37 , $225.00 , $410.37 
Schweit,Eversource,275.89,551.78,548.7, $400.04 , $475.00 , $875.04 
Schweit,Feeney Brothers,312.97,625.94,618.9, $453.81 , $475.00 , $928.81 
Schweit,Ferreira Construction,292.26,584.53,570.3, $423.78 , $475.00 , $898.78 
Schweit,Frank Lill & Son,214.65,429.29,412.8, $311.24 , $475.00 , $786.24 
Schweit,Geary Mechanical,184.74,369.48,384.7, $267.87 , $225.00 , $492.87 
Schweit,Gianfia Corp,143.11,286.22,315.6, $207.51 , $225.00 , $432.51 
Schweit,GPL,289.66,579.33,567.7, $420.01 , $475.00 , $895.01 
Schweit,Grid One Solutions,123.18,246.36,257.9, $178.61 , $225.00 , $403.61 
Schweit,Grotto Plumbing Inc. (Nga),143.14,286.27,316.8, $207.55 , $225.00 , $432.55 
Schweit,Heath Consultants (Nga),141.25,282.51,328.8, $204.82 , $225.00 , $429.82 
Schweit,Henkels & Mccoy (Nga),71.17,142.34,176.5, $103.20 , $-   , $103.20 
Schweit,Holyoke Gas & Electric,242.94,485.88,486.6, $352.26 , $475.00 , $827.26 
Schweit,Infrasource (Nga),297.04,594.08,603.3, $430.71 , $475.00 , $905.71 
Schweit,Ironwood Heavy Highway,204.53,409.05,431.9, $296.56 , $475.00 , $771.56 
Schweit,J Mullen & Sons,155.31,310.63,310.5, $225.21 , $225.00 , $450.21 
Schweit,J. F. Brennan Companies,296.51,593.03,581.1, $429.95 , $475.00 , $904.95 
Schweit,Joe Knows Energy,130.35,260.7,275.8, $189.01 , $225.00 , $414.01 
Schweit,John Anderson Construction,254.28,508.56,531.2, $368.71 , $475.00 , $843.71 
Schweit,Js Rae,225.6,451.21,459.8, $327.13 , $475.00 , $802.13 
Schweit,Kiely Family Of Companies,169.35,338.69,353.1, $245.55 , $225.00 , $470.55 
Schweit,Kudlic Bros.,237.59,475.17,473.9, $344.50 , $475.00 , $819.50 
Schweit,Labella Associates Dpc,226.62,453.25,435.3, $328.61 , $475.00 , $803.61 
Schweit,Laydon Industries,185.77,371.53,408.8, $269.36 , $225.00 , $494.36 
Schweit,Ledge Creek Development Inc,224.68,449.35,506.4, $325.78 , $475.00 , $800.78 
Schweit,Liberty Underground,209.53,419.06,433.7, $303.82 , $475.00 , $778.82 
Schweit,Liberty Utilities-Ma,318.93,637.86,625.7, $462.45 , $475.00 , $937.45 
Schweit,Liberty Utilities-Ny,303.47,606.94,600.7, $440.03 , $475.00 , $915.03 
Schweit,Local 1049,193.23,386.47,422.5, $280.19 , $225.00 , $505.19 
Schweit,Local 1298,189.61,379.22,417.9, $274.93 , $225.00 , $499.93 
Schweit,Local 15,166.09,332.18,360.2, $240.83 , $225.00 , $465.83 
Schweit,Local 158,195.27,390.55,377.6, $283.15 , $225.00 , $508.15 
Schweit,Local 17,113.88,227.76,243, $165.13 , $225.00 , $390.13 
Schweit,Local 60,142.09,284.19,290.7, $206.04 , $225.00 , $431.04 
Schweit,Local 731,149.81,299.63,339.7, $217.23 , $225.00 , $442.23 
Schweit,Lospano Plumbing And Heating,152.19,304.39,333.1, $220.68 , $225.00 , $445.68 
Schweit,Maine Natural Gas (Nga),462.37,924.74,874.6, $670.44 , $725.00 ," $1,395.44 "
Schweit,Master Plumbers Council Of The City Of New York (Mpc),155.83,311.67,343.9, $225.96 , $225.00 , $450.96 
Schweit,Mears Construction (Nga),152.1,304.2,309.7, $220.55 , $225.00 , $445.54 
Schweit,Middleborough Gas & Electric (Nga),327.18,654.37,635.4, $474.42 , $475.00 , $949.42 
Schweit,Midway Utility,344.39,688.78,669.7, $499.37 , $475.00 , $974.37 
Schweit,Miller Pipeline,321.69,643.38,602, $466.45 , $475.00 , $941.45 
Schweit,Mirra Company,337.62,675.25,658.5, $489.56 , $475.00 , $964.56 
Schweit,Msr Utility Maintenance (Nga),319.77,639.54,622.9, $463.67 , $475.00 , $938.67 
Schweit,Mulcare Pipeline Solutions,112.82,225.65,253.4, $163.60 , $225.00 , $388.60 
Schweit,Mulholland Welding & Fabrication,284.15,568.3,593.7, $412.02 , $475.00 , $887.02 
Schweit,National Field Service Corporation (Nga),113.88,227.76,243, $165.13 , $225.00 , $390.13 
Schweit,National Fuel,225.6,451.19,507.6, $327.11 , $475.00 , $802.11 
Schweit,Network Infrastructure,169.13,338.27,377.1, $245.25 , $225.00 , $470.25 
Schweit,NEUCO,344.12,688.24,670.1, $498.97 , $475.00 , $973.97 
Schweit,New Jersey Natural Gas,176.29,352.58,368.9, $255.62 , $225.00 , $480.62 
Schweit,Ng Advantage,363.43,726.87,703.5, $526.98 , $475.00 ," $1,001.98 "
Schweit,Northeast Gas Association,285.21,570.42,559.8, $413.55 , $475.00 , $888.55 
Schweit,Northeast Underground (Nga),150.12,300.24,296.7, $217.67 , $225.00 , $442.67 
Schweit,Norwich Public Utilities,247.09,494.18,491.3, $358.28 , $475.00 , $833.28 
Schweit,Npl Construction (Nga),198.41,396.82,402.4, $287.69 , $225.00 , $512.69 
Schweit,Omark Consultants,279.88,559.76,556.2, $405.83 , $475.00 , $880.83 
Schweit,Orange & Rockland Utilities,100.45,200.9,217.3, $145.65 , $225.00 , $370.65 
Schweit,Parsons (Nga),127.46,254.92,263.3, $184.82 , $225.00 , $409.82 
Schweit,Pcm,165.34,330.67,370.3, $239.74 , $225.00 , $464.74 
Schweit,Pioneer Inspection,363.63,727.27,705.2, $527.27 , $475.00 ," $1,002.27 "
Schweit,Pl-Enerserv,251.43,502.86,480.4, $364.57 , $475.00 , $839.57 
Schweit,Powell Controls,319.97,639.93,627.3, $463.95 , $475.00 , $938.95 
Schweit,Power And Construction Group Inc.,191.08,382.16,416.8, $277.07 , $225.00 , $502.07 
Schweit,"Precision Pipeline Solutions, LLC (PPS)",116.51,233.02,252.6, $168.94 , $225.00 , $393.94 
Schweit,Premier Infrastructure & Energy,193.23,386.47,422.5, $280.19 , $225.00 , $505.19 
Schweit,Primoris Distribution Svcs (Nga),301.23,602.47,597.7, $436.79 , $475.00 , $911.79 
Schweit,Reconn,189.79,379.58,418.7, $275.20 , $225.00 , $500.20 
Schweit,Rev Lng,102.09,204.19,267.3, $148.04 , $225.00 , $373.04 
Schweit,Rh White,266.3,532.6,523.4, $386.14 , $475.00 , $861.14 
Schweit,Rhode Island Energy,297.14,594.27,583.9, $430.85 , $475.00 , $905.85 
Schweit,Riggs Distler & Co.,166.83,333.65,391.3, $241.90 , $225.00 , $466.90 
Schweit,Riley Brothers,317.21,634.42,628.8, $459.95 , $475.00 , $934.95 
Schweit,Rj Devco,312.99,625.98,613.2, $453.84 , $475.00 , $928.84 
Schweit,Rj Forbes Painting Contractor,308.14,616.29,609.8, $446.81 , $475.00 , $921.81 
Schweit,Safeway Construction Enterprises,142.86,285.72,330.3, $207.15 , $225.00 , $432.15 
Schweit,Sargis Associates,204.43,408.86,416.4, $296.42 , $475.00 , $771.42 
Schweit,Seaford Avenue Corp,174.52,349.05,394.6, $253.06 , $225.00 , $478.06 
Schweit,Shaun B. Kalba Enterprises,142.37,284.75,295.4, $206.44 , $225.00 , $431.44 
Schweit,Southern Cross (NGA),145.41,290.82,302.9, $210.84 , $225.00 , $435.84 
Schweit,Storti Quality Services,142.64,285.29,315.6, $206.84 , $225.00 , $431.84 
Schweit,Sullivan Trail,91.02,182.03,236.8, $131.97 , $225.00 , $356.97 
Schweit,T&K Harrington,84.54,169.08,189, $122.58 , $-   , $122.58 
